service_name,country_code,availability_type,title_count,unique_titles
FilmBox+,SG,subscription,2,2
FilmBox+,TH,subscription,2,2
FilmBox+,US,subscription,10,10
Filmelier Plus Amazon Channel,BR,subscription,50,49
Filmelier Plus Amazon Channel,CL,subscription,2,2
Filmelier Plus Amazon Channel,CO,subscription,2,2
Filmelier Plus Amazon Channel,MX,subscription,39,38
filmfriend,AT,free,5,5
filmfriend,CH,free,4,4
filmfriend,DE,free,91,91
filmfriend,FR,free,1,1
Filmicca,BR,subscription,11,11
Filmin,ES,subscription,6246,6246
Filmin,PT,subscription,1232,1232
filmingo,AT,subscription,1,1
filmingo,CH,subscription,15,15
filmingo,DE,subscription,11,11
Filmlegenden Amazon Channel,DE,subscription,38,38
FILMO,FR,subscription,61,61
Filmo Amazon Channel,FR,subscription,56,56
Filmoteket,NO,free,32,32
Filmow,BR,ads,6,6
Filmpalast Amazon Channel,DE,subscription,1,1
Filmstriben,DK,free,50,50
Filmstriben,DK,subscription,1,1
Filmtastic,DE,subscription,100,100
Filmtastic Amazon Channel,DE,subscription,117,113
Filmtastic bei Canal+,AT,subscription,20,19
Filmzie,AU,ads,19,19
Filmzie,BR,ads,15,15
Filmzie,CA,ads,31,31
Filmzie,DE,ads,8,8
Filmzie,ES,ads,18,18
Filmzie,FR,ads,15,15
Filmzie,GB,ads,22,22
Filmzie,IT,ads,18,18
Filmzie,JP,ads,7,7
Filmzie,KR,ads,7,7
Filmzie,MX,ads,16,16
Filmzie,US,ads,21,21
Fix And Foxi Amazon Channel,DE,subscription,8,4
FlimmerkisteTV Amazon Channel,DE,subscription,43,28
FlixFling,CA,subscription,68,68
FlixFling,US,subscription,67,67
FlixHouse,US,free,23,23
FlixOlé,ES,subscription,119,119
FlixOlé Amazon Channel,ES,subscription,84,84
FOD Channel Amazon Channel,JP,subscription,514,339
Food Network,US,subscription,21,11
Food Network,US,ads,15,8
FOUND TV,AR,ads,1,1
FOUND TV,AT,ads,1,1
FOUND TV,AU,ads,1,1
FOUND TV,BE,ads,1,1
FOUND TV,BR,ads,2,2
FOUND TV,CA,ads,2,2
FOUND TV,CH,ads,1,1
FOUND TV,CL,ads,1,1
FOUND TV,CO,ads,1,1
FOUND TV,DE,ads,2,2
FOUND TV,DK,ads,1,1
FOUND TV,ES,ads,2,2
FOUND TV,FI,ads,1,1
FOUND TV,FR,ads,2,2
FOUND TV,GB,ads,1,1
FOUND TV,IE,ads,1,1
FOUND TV,IN,ads,1,1
FOUND TV,IT,ads,2,2
FOUND TV,JP,ads,2,2
FOUND TV,KR,ads,2,2
FOUND TV,MX,ads,2,2
FOUND TV,NL,ads,1,1
FOUND TV,NO,ads,1,1
FOUND TV,NZ,ads,1,1
FOUND TV,PH,ads,1,1
FOUND TV,PL,ads,1,1
FOUND TV,PT,ads,1,1
FOUND TV,SE,ads,1,1
FOUND TV,SG,ads,1,1
FOUND TV,TH,ads,1,1
FOUND TV,US,ads,2,2
Fox,US,subscription,2,2
FOX One Amazon Channel,US,subscription,17,9
Foxtel Now,AU,subscription,978,790
Franatic Amazon Channel,AT,subscription,1,1
Franatic Amazon Channel,DE,subscription,21,21
France Channel Amazon Channel,US,subscription,36,27
France TV Amazon Channel,FR,subscription,104,62
Freeform,US,subscription,8,8
fuboTV,CA,subscription,260,260
fuboTV,ES,subscription,55,55
fuboTV,US,subscription,1020,1020
FUEL TV+ Amazon Channel,US,subscription,1,1
Full Action Amazon Channel,IT,subscription,25,25
Full Moon Amazon Channel,DE,subscription,4,4
Full Moon Amazon Channel,GB,subscription,7,7
Full Moon Amazon Channel,US,subscription,7,7
Fuse+ Amazon Channel,US,subscription,1,1
FXNow,US,free,82,82
FXNow,US,subscription,3,3
Gaia Amazon Channel,AU,subscription,3,2
Gaia Amazon Channel,GB,subscription,1,1
Gaia Amazon Channel,MX,subscription,1,1
Gaia Amazon Channel,US,subscription,1,1
Gaiam TV Yoga & Fit,US,subscription,2,1
Galactic Stream Amazon Channel,AT,subscription,11,11
Galactic Stream Amazon Channel,DE,subscription,55,49
Gaumont Amazon Channel,FR,subscription,4,4
GEO Television + Wild Amazon Channel,DE,subscription,4,3
GEO Television Amazon Channel,DE,subscription,4,3
GlewedTV,US,ads,1,1
Global TV,CA,ads,117,65
Globoplay,BR,subscription,347,347
Good Movies Amazon Channel,DE,subscription,14,14
GOSPEL PLAY,BR,subscription,1,1
Great American Pure Flix Amazon Channel,US,subscription,37,24
GRJNGO Amazon Channel,DE,subscription,18,15
Gullimax Amazon Channel,FR,subscription,22,13
Hallmark TV Amazon Channel,GB,subscription,4,3
Hallmark TV Amazon Channel,US,subscription,44,37
Hallmark+ Amazon Channel,US,subscription,44,37
Hallmark+ Apple TV Channel,US,subscription,44,37
Having fun with Shimajiro Amazon Channel,JP,subscription,1,1
Hayu,AU,subscription,25,25
Hayu,CA,subscription,25,25
Hayu,DE,subscription,25,25
Hayu,ES,subscription,25,25
Hayu,FR,subscription,25,25
Hayu,GB,subscription,25,25
Hayu,IT,subscription,25,25
Hayu Amazon Channel,AU,subscription,48,27
Hayu Amazon Channel,CA,subscription,49,27
Hayu Amazon Channel,DE,subscription,39,22
Hayu Amazon Channel,ES,subscription,39,22
Hayu Amazon Channel,FR,subscription,41,23
Hayu Amazon Channel,GB,subscription,49,27
Hayu Amazon Channel,IT,subscription,39,22
HBO Max  Amazon Channel,BR,subscription,1,1
HBO Max  Amazon Channel,CO,subscription,2,2
HBO Max  Amazon Channel,ES,subscription,215,213
HBO Max  Amazon Channel,FR,subscription,199,198
HBO Max  Amazon Channel,MX,subscription,1,1
HBO Max  Amazon Channel,US,subscription,1,1
HBO Max  CNN Amazon Channel,US,subscription,2,2
HBO Max on U-Next,JP,subscription,506,413
Here TV,US,subscription,3,3
Here TV  Amazon Channel,US,subscription,1,1
HGTV,US,ads,6,6
HGTV,US,subscription,6,6
Hi-YAH,US,subscription,17,17
Hi-YAH,US,free,1,1
Hi-YAH Amazon Channel,US,subscription,22,22
HiDive,CA,subscription,134,134
HiDive,US,subscription,58,58
HiDive,US,ads,1,1
Hidive Amazon Channel,AU,subscription,130,75
Hidive Amazon Channel,CA,subscription,157,90
Hidive Amazon Channel,GB,subscription,133,76
Hidive Amazon Channel,US,subscription,154,88
Historama Amazon Channel,DE,subscription,1,1
History,US,subscription,12,12
History,US,ads,9,9
History Vault,US,subscription,21,21
HISTORY Vault Amazon Channel,US,subscription,23,13
HISTORY Vault Apple TV Channel,US,subscription,23,13
HistoryPlay Amazon Channel,DE,subscription,13,7
HistoryPlay Amazon Channel,GB,subscription,27,15
HistoryPlay Amazon Channel,IT,subscription,12,6
HistoryPlay Amazon Channel,JP,subscription,8,4
Hoichoi,AU,subscription,4,4
Hoichoi,AU,free,1,1
Hoichoi,BR,subscription,4,4
Hoichoi,BR,free,1,1
Hoichoi,CA,subscription,4,4
Hoichoi,CA,free,1,1
Hoichoi,DE,subscription,4,4
Hoichoi,DE,free,1,1
Hoichoi,ES,subscription,4,4
Hoichoi,ES,free,1,1
Hoichoi,FR,subscription,4,4
Hoichoi,FR,free,1,1
Hoichoi,GB,subscription,4,4
Hoichoi,GB,free,1,1
Hoichoi,IN,subscription,4,4
Hoichoi,IN,free,1,1
Hoichoi,IT,subscription,4,4
Hoichoi,IT,free,1,1
Hoichoi,JP,subscription,4,4
Hoichoi,JP,free,1,1
Hoichoi,KR,subscription,4,4
Hoichoi,KR,free,1,1
Hoichoi,MX,subscription,4,4
Hoichoi,MX,free,1,1
Hoichoi,US,subscription,3,3
Hoichoi,US,free,1,1
Hoichoi Amazon Channel,GB,subscription,7,4
Hoichoi Amazon Channel,IN,subscription,3,3
Hollywood Suite,CA,subscription,173,172
Hollywood Suite Amazon Channel,CA,subscription,169,168
Home of Horror,DE,subscription,44,44
Home of Horror Amazon Channel,DE,subscription,67,66
Hoopla,AU,free,224,224
Hoopla,CA,free,1038,1038
Hoopla,NZ,free,12,12
Hoopla,US,free,1254,1254
Hoopla,US,subscription,2,2
Hopster Amazon Channel,AU,subscription,16,9
Hopster Amazon Channel,ES,subscription,17,10
Hopster Amazon Channel,FR,subscription,14,7
Hopster Amazon Channel,GB,subscription,25,13
Hopster Amazon Channel,IT,subscription,14,8
Hopster Amazon Channel,US,subscription,22,12
Hotstar,ID,subscription,1536,1536
Hotstar,TH,subscription,1403,1403
Hulu,JP,subscription,4205,4205
Hulu,US,subscription,1652,1652
Hungama Play,IN,ads,1,1
Hungama Play,IN,subscription,1,1
iciTouTV,CA,subscription,105,105
iciTouTV,CA,ads,18,18
Icon Film Amazon Channel,GB,subscription,41,41
IFC Amazon Channel,CA,subscription,4,4
IFC Films Unlimited Apple TV Channel,CA,subscription,4,4
IFC Films Unlimited Apple TV Channel,US,subscription,5,5
IFI@Home,IE,subscription,1,1
iflix,PH,subscription,20,20
iflix,TH,subscription,18,18
INA  madelen Amazon Channel,FR,subscription,19,12
Indie Club Amazon Channel,US,subscription,4,4
Indie Films by Realto Amazon Channel,JP,subscription,5,5
IndieFlix,US,subscription,24,24
IndieFlix Shorts Amazon Channel,US,subscription,19,19
IndiePix Unlimited Amazon Channel,US,subscription,6,6
Infinity Selection Amazon Channel,IT,subscription,181,172
Infinity+,IT,subscription,1,1
Insomnia Amazon Channel,FR,subscription,31,31
Investigation Discovery,US,subscription,11,6
Investigation Discovery,US,ads,9,5
iQIYI,CA,subscription,17,17
iQIYI,CA,ads,13,13
iQIYI,TW,subscription,1,1
iQIYI,US,subscription,19,19
iQIYI,US,ads,14,14
Iqiyi,CA,subscription,48,48
Iqiyi,TW,subscription,4,4
Iqiyi,US,subscription,48,48
ITV Amazon Channel,GB,subscription,2,1
ITVX,GB,ads,337,337
ITVX,GB,subscription,7,7
ITVX,GB,free,1,1
ITVX Premium,GB,subscription,500,340
iWant,PH,ads,3,3
Iwonder Amazon Channel,AU,subscription,1,1
Iwonder Amazon Channel,IN,subscription,1,1
Iwonder Amazon Channel,NZ,subscription,1,1
iWonder Full Amazon channel,IT,subscription,22,22
Jidiaigeki Senmon Channel Amazon Channel,JP,subscription,9,5
JioHotstar,IN,subscription,738,738
JioHotstar,IN,ads,150,150
Joyn,AT,ads,30,30
Joyn,DE,ads,441,441
Joyn,DE,free,1,1
Joyn Plus,DE,subscription,251,193
JustWatch TV,AR,free,1,1
JustWatch TV,AT,free,1,1
JustWatch TV,AU,free,39,31
JustWatch TV,BE,free,1,1
JustWatch TV,BR,free,39,31
JustWatch TV,CA,free,48,40
JustWatch TV,CH,free,1,1
JustWatch TV,CL,free,1,1
JustWatch TV,CO,free,1,1
JustWatch TV,DE,free,35,28
JustWatch TV,DK,free,1,1
JustWatch TV,ES,free,35,28
JustWatch TV,FI,free,1,1
JustWatch TV,FR,free,35,28
JustWatch TV,GB,free,38,30
JustWatch TV,IE,free,1,1
JustWatch TV,IN,free,8,8
JustWatch TV,IT,free,35,28
JustWatch TV,JP,free,34,28
JustWatch TV,KR,free,36,29
JustWatch TV,MX,free,38,30
JustWatch TV,NL,free,1,1
JustWatch TV,NO,free,1,1
JustWatch TV,NZ,free,2,2
JustWatch TV,PH,free,1,1
JustWatch TV,PL,free,1,1
JustWatch TV,PT,free,1,1
JustWatch TV,SE,free,1,1
JustWatch TV,SG,free,1,1
JustWatch TV,TH,free,1,1
JustWatch TV,US,free,55,47
Kabel Eins Classics Amazon Channel,AT,subscription,9,9
Kabel Eins Classics Amazon Channel,DE,subscription,58,54
KADOKAWA channel Amazon Channel,JP,subscription,9,9
Kanal D Drama Amazon Channel,MX,subscription,18,10
Kanopy,US,free,751,751
Kanopy,US,subscription,3,3
Kanopy,US,ads,1,1
KANTELE DOGA CHANNEL Amazon Channel,JP,subscription,4,3
Kartoon Channel Amazon Channel,US,subscription,44,24
Kids Station On Demand Amazon Channel,JP,subscription,1,1
Kidstream Amazon Channel,GB,subscription,25,13
Kidstream Amazon Channel,US,subscription,32,17
KiKA,DE,free,30,30
Kinderwelt Amazon Channel,AT,subscription,1,1
Kinderwelt Amazon Channel,DE,subscription,16,10
Kino Film Collection,US,subscription,18,18
kino films+ Amazon Channel,JP,subscription,30,30
Kirjastokino,FI,free,9,9
Kixi,DE,subscription,17,17
Kixi Select Amazon Channel,DE,subscription,61,41
Knowledge Network,CA,free,52,29
Kocowa,AU,subscription,112,112
Kocowa,BR,subscription,113,113
Kocowa,CA,subscription,113,113
Kocowa,DE,subscription,113,113
Kocowa,ES,subscription,112,112
Kocowa,FR,subscription,113,113
Kocowa,GB,subscription,112,112
Kocowa,IT,subscription,113,113
Kocowa,MX,subscription,113,113
Kocowa,US,subscription,113,113
Kocowa Amazon Channel,US,subscription,155,87
Korean Drama Channel Amazon Channel,JP,subscription,13,7
KPN,NL,subscription,624,624
KQED,US,ads,52,52
LaCinetek,AT,subscription,1,1
LaCinetek,BE,subscription,1,1
LaCinetek,DE,subscription,3,3
LaCinetek,FR,subscription,5,5
Lemino Select Amazon Channel,JP,subscription,3,2
Libreflix,BR,free,3,3
Lifetime,US,ads,4,4
Lifetime,US,subscription,1,1
Lifetime Movie Club,US,subscription,7,7
Lifetime Movie Club Amazon Channel,US,subscription,6,6
Lifetime Movie Club Apple TV Channel,US,subscription,6,6
Lionsgate Play,IN,subscription,78,78
Lionsgate Play Amazon Channel,IN,subscription,70,70
Lionsgate Play Apple TV Channel,IN,subscription,70,70
Lionsgate+ Amazon Channels,AT,subscription,3,3
Lionsgate+ Amazon Channels,BR,subscription,114,96
Lionsgate+ Amazon Channels,CA,subscription,126,116
Lionsgate+ Amazon Channels,CL,subscription,20,17
Lionsgate+ Amazon Channels,CO,subscription,20,17
Lionsgate+ Amazon Channels,DE,subscription,71,52
Lionsgate+ Amazon Channels,ES,subscription,121,106
Lionsgate+ Amazon Channels,FI,subscription,8,7
Lionsgate+ Amazon Channels,FR,subscription,103,76
Lionsgate+ Amazon Channels,GB,subscription,128,107
Lionsgate+ Amazon Channels,IT,subscription,76,61
Lionsgate+ Amazon Channels,MX,subscription,115,97
Lionsgate+ Amazon Channels,NZ,subscription,18,16
Lionsgate+ Amazon Channels,SE,subscription,5,4
Looke,BR,subscription,273,273
Looke Amazon Channel,BR,subscription,213,195
Looke Amazon Channel,CL,subscription,6,6
Looke Amazon Channel,CO,subscription,6,6
Looke Amazon Channel,MX,subscription,123,109
Love and Passion Amazon Channel,AT,subscription,4,4
Love and Passion Amazon Channel,DE,subscription,24,24
Love Nature Amazon Channel,BR,subscription,1,1
M6+,FR,ads,267,162
M6+,FR,subscription,51,33
Made in Europe Amazon Channel,AT,subscription,1,1
Made in Europe Amazon Channel,DE,subscription,8,8
Magellan TV,BR,subscription,3,2
Magellan TV,CA,subscription,2,1
Magellan TV,DE,subscription,1,1
Magellan TV,ES,subscription,2,1
Magellan TV,IN,subscription,1,1
Magellan TV,IT,subscription,2,1
Magellan TV,JP,subscription,2,1
Magellan TV,KR,subscription,2,1
Magellan TV,MX,subscription,4,2
Magellan TV,US,subscription,4,2
Magenta TV+,DE,subscription,713,516
Magnolia Network Amazon Channel,US,subscription,2,2
Magnolia Selects Amazon Channel,US,subscription,21,20
ManoramaMax,IN,subscription,1,1
ManoramaMAX Amazon Channel,IN,subscription,2,2
Marquee TV Amazon Channel,GB,subscription,1,1
Max,AR,subscription,223,189
Max,AT,subscription,103,54
Max,AU,subscription,726,522
Max,BE,subscription,148,125
Max,BR,subscription,1547,926
Max,CL,subscription,222,188
Max,CO,subscription,223,189
Max,DE,subscription,430,274
Max,DK,subscription,121,106
Max,ES,subscription,692,502
Max,FI,subscription,121,106
Max,FR,subscription,771,594
Max,IT,subscription,464,321
Max,MX,subscription,1652,1022
Max,NL,subscription,110,93
Max,NO,subscription,121,106
Max,PH,subscription,125,106
Max,PL,subscription,136,113
Max,PT,subscription,134,113
Max,SE,subscription,121,106
Max,SG,subscription,125,106
Max,TH,subscription,122,105
Max,US,subscription,985,574
Mediaset Infinity,IT,subscription,206,192
Mediaset Infinity,IT,ads,172,108
Mercado Play,AR,ads,32,32
Mercado Play,BR,ads,359,308
Mercado Play,CL,ads,32,32
Mercado Play,CO,ads,32,32
Mercado Play,MX,ads,349,295
Metrograph,US,subscription,8,8
MGM Amazon Channel,AU,subscription,83,74
MGM Amazon Channel,CA,subscription,67,63
MGM Amazon Channel,FI,subscription,8,8
MGM Amazon Channel,FR,subscription,60,54
MGM Amazon Channel,JP,subscription,40,37
MGM Amazon Channel,PL,subscription,7,7
MGM Amazon Channel,SE,subscription,8,8
MGM Plus,US,subscription,205,192
MGM Plus Amazon Channel,AT,subscription,11,11
MGM Plus Amazon Channel,BE,subscription,7,7
MGM Plus Amazon Channel,BR,subscription,95,75
MGM Plus Amazon Channel,CL,subscription,6,6
MGM Plus Amazon Channel,CO,subscription,6,6
MGM Plus Amazon Channel,DE,subscription,109,88
MGM Plus Amazon Channel,ES,subscription,103,84
MGM Plus Amazon Channel,GB,subscription,129,104
MGM Plus Amazon Channel,IN,subscription,21,21
MGM Plus Amazon Channel,IT,subscription,109,90
MGM Plus Amazon Channel,MX,subscription,107,87
MGM Plus Amazon Channel,NL,subscription,8,8
MGM Plus Amazon Channel,NZ,subscription,9,9
MGM Plus Roku Premium Channel,US,subscription,152,141
MGM+ Amazon Channel,US,subscription,184,171
MGM+ Apple TV Channel,BR,subscription,93,74
MGM+ Apple TV Channel,CL,subscription,7,6
MGM+ Apple TV Channel,CO,subscription,7,6
MGM+ Apple TV Channel,MX,subscription,105,86
Mhz Choice,CA,subscription,49,27
Mhz Choice,US,subscription,49,27
MIDNIGHT FACTORY Amazon Channel,IT,subscription,44,44
Midnight Pulp,CA,subscription,29,28
Midnight Pulp,CA,ads,18,18
Midnight Pulp,US,subscription,35,32
Midnight Pulp,US,ads,19,19
Midnight Pulp Amazon Channel,US,subscription,94,76
Molotov TV,FR,subscription,466,413
Molotov TV,FR,ads,1,1
Mometu,US,ads,94,94
Monomax,TH,subscription,17,15
Monsters and Nightmares Amazon Channel,US,subscription,9,9
Mosaik Amazon Channel,DE,subscription,8,7
Moviecult Amazon Channel,AT,subscription,2,2
Moviecult Amazon Channel,DE,subscription,29,29
Moviedome Plus Amazon Channel,AT,subscription,3,3
Moviedome Plus Amazon Channel,DE,subscription,47,44
MovieSphere+ Amazon Channel,US,subscription,130,118
Movistar Plus+,ES,subscription,759,622
Movistar Plus+ Ficción Total ,ES,subscription,1898,1467
MovistarTV,AR,subscription,244,244
MovistarTV,CL,subscription,380,380
MovistarTV,CO,subscription,335,335
MTV Hits Amazon Channel,US,subscription,2,1
MTV Katsomo,FI,subscription,26,26
MTV Plus Amazon Channel,DE,subscription,21,11
MUBI,AR,subscription,501,501
MUBI,AT,subscription,5,5
MUBI,AU,subscription,293,293
MUBI,BE,subscription,5,5
MUBI,BR,subscription,481,481
MUBI,CA,subscription,362,362
MUBI,CH,subscription,324,324
MUBI,CL,subscription,11,11
MUBI,CO,subscription,11,11
MUBI,DE,subscription,390,390
MUBI,DK,subscription,381,381
MUBI,ES,subscription,260,260
MUBI,FI,subscription,2,2
MUBI,FR,subscription,349,349
MUBI,GB,subscription,390,390
MUBI,ID,subscription,328,328
MUBI,IE,subscription,410,410
MUBI,IN,subscription,366,366
MUBI,IT,subscription,387,387
MUBI,JP,subscription,228,228
MUBI,KR,subscription,260,260
MUBI,MX,subscription,504,504
MUBI,NL,subscription,387,387
MUBI,NO,subscription,384,384
MUBI,NZ,subscription,291,291
MUBI,PH,subscription,334,334
MUBI,PL,subscription,284,284
MUBI,PT,subscription,326,326
MUBI,SE,subscription,353,353
MUBI,SG,subscription,326,326
MUBI,TH,subscription,328,328
MUBI,TR,subscription,467,467
MUBI,TW,subscription,278,278
MUBI,US,subscription,397,397
MUBI Amazon Channel,AR,subscription,1,1
MUBI Amazon Channel,AT,subscription,5,5
MUBI Amazon Channel,AU,subscription,29,29
MUBI Amazon Channel,BR,subscription,67,66
MUBI Amazon Channel,CL,subscription,10,10
MUBI Amazon Channel,CO,subscription,10,10
MUBI Amazon Channel,DE,subscription,35,34
MUBI Amazon Channel,ES,subscription,11,11
MUBI Amazon Channel,FI,subscription,1,1
MUBI Amazon Channel,FR,subscription,25,25
MUBI Amazon Channel,GB,subscription,47,46
MUBI Amazon Channel,IE,subscription,4,4
MUBI Amazon Channel,IN,subscription,8,8
MUBI Amazon Channel,IT,subscription,38,37
MUBI Amazon Channel,MX,subscription,66,65
MUBI Amazon Channel,NL,subscription,7,7
MUBI Amazon Channel,NZ,subscription,3,3
MUBI Amazon Channel,SE,subscription,1,1
MUBI Amazon Channel,US,subscription,32,31
Museum Tv Amazon Channel,IN,subscription,1,1
MX Player,IN,ads,97,97
MY HERO Amazon Channel,JP,subscription,81,49
myfilmfriend,CA,free,9,9
myfilmfriend,US,free,8,8
MYmovies One,IT,subscription,38,38
MyOutdoor TV Amazon Channel,US,subscription,4,2
MyOutdoorTV,US,subscription,1,1
MZ Choice Amazon Channel,US,subscription,57,32
National Geographic,US,ads,8,5
NBC,US,subscription,44,44
NBC,US,free,36,36
NBC,US,ads,1,1
Neon TV,NZ,subscription,108,108
Netflix,AR,subscription,6806,6806
Netflix,AT,subscription,155,155
Netflix,AU,subscription,7307,6326
Netflix,BE,subscription,170,170
Netflix,BR,subscription,7566,6553
Netflix,BR,ads,5,4
Netflix,CA,subscription,7171,6204
Netflix,CH,subscription,7327,7327
Netflix,CL,subscription,180,180
Netflix,CO,subscription,180,180
Netflix,DE,subscription,7998,7054
Netflix,DK,subscription,7018,7018
Netflix,ES,subscription,8076,7195
Netflix,FI,subscription,157,157
Netflix,FR,subscription,7980,7039
Netflix,GB,subscription,7569,6553
Netflix,ID,subscription,5611,5611
Netflix,IE,subscription,7070,7070
Netflix,IN,subscription,5983,5983
Netflix,IT,subscription,6740,6740
Netflix,JP,subscription,7598,6512
Netflix,KR,subscription,7589,6573
Netflix,MX,subscription,7492,6477
Netflix,NL,subscription,6574,6574
Netflix,NO,subscription,7034,7034
Netflix,NZ,subscription,5888,5888
Netflix,PH,subscription,5811,5811
Netflix,PL,subscription,5758,5758
Netflix,PT,subscription,7432,7432
Netflix,SE,subscription,6187,6187
Netflix,SG,subscription,5774,5774
Netflix,TH,subscription,5756,5756
Netflix,TR,subscription,5604,5604
Netflix,TW,subscription,5804,5804
Netflix,US,subscription,7134,6120
Netflix Kids,AT,subscription,7,6
Netflix Kids,AU,subscription,45,45
Netflix Kids,CA,subscription,38,38
Netflix Kids,CH,subscription,6,6
Netflix Kids,DE,subscription,33,32
Netflix Kids,DK,subscription,5,5
Netflix Kids,GB,subscription,52,51
Netflix Kids,IE,subscription,5,5
Netflix Kids,IN,subscription,25,25
Netflix Kids,NL,subscription,2,2
Netflix Kids,NO,subscription,5,5
Netflix Kids,NZ,subscription,3,3
Netflix Kids,PH,subscription,1,1
Netflix Kids,SE,subscription,5,5
Netflix Kids,SG,subscription,1,1
Netflix Kids,TH,subscription,1,1
Netflix Kids,US,subscription,32,32
NetMovies,BR,ads,152,152
Netzkino,AT,ads,8,8
Netzkino,AT,subscription,6,6
Netzkino,CH,ads,7,7
Netzkino,CH,subscription,5,5
Netzkino,DE,ads,126,126
Netzkino,DE,subscription,94,94
Netzkino Select Amazon Channel,DE,subscription,13,13
Nexo Plus,IT,subscription,10,10
NFB,CA,free,10,10
NFDC Amazon Channel,IN,subscription,1,1
NFL Game Pass Amazon Channel,DE,subscription,2,1
NHK Kodomo Park Amazon Channel,JP,subscription,17,10
NHK On Demand Amazon Channel,JP,subscription,60,36
Night Flight Plus,US,subscription,24,24
Nihon Eiga Net Amazon Channel,JP,subscription,1,1
NLZIET,NL,subscription,7,7
Noggin Amazon Channel,BR,subscription,2,1
Noggin Amazon Channel,ES,subscription,2,1
Noggin Amazon Channel,FR,subscription,2,1
Noggin Amazon Channel,IT,subscription,2,1
Noggin Amazon Channel,MX,subscription,9,5
Noggin Amazon Channel,US,subscription,5,3
Noovo,CA,ads,45,45
Nordisk Film+,DK,subscription,17,15
Novecento Amazon Channel,IT,subscription,14,14
Now TV,GB,subscription,454,257
Now TV,IT,subscription,668,549
Now TV Cinema,GB,subscription,431,431
Now TV Cinema,IE,subscription,150,150
NPO Plus,NL,subscription,2,2
NRK TV,NO,free,1,1
Nuestro Cine MX,MX,subscription,17,16
Okidoki Amazon Channel,GB,subscription,2,1
Oldflix,BR,subscription,164,164
Ondamedia,CL,subscription,3,3
OnDemandKorea,US,ads,116,116
OnDemandKorea,US,subscription,80,80
ORF ON,AT,ads,1,1
Outbuster Amazon Channel,FR,subscription,12,12
OUTtv Amazon Channel,AT,subscription,2,2
OUTtv Amazon Channel,AU,subscription,6,3
OUTtv Amazon Channel,CA,subscription,14,8
OUTtv Amazon Channel,DE,subscription,13,10
OUTtv Amazon Channel,ES,subscription,1,1
OUTtv Apple TV Channel,CA,subscription,14,8
OUTtv Apple TV Channel,US,subscription,6,3
OVID,CA,subscription,6,6
OVID,US,subscription,23,23
OXYGEN,US,subscription,3,3
Paramount Plus Apple TV Channel ,AU,subscription,199,199
Paramount Plus Apple TV Channel ,BR,subscription,144,144
Paramount Plus Apple TV Channel ,CA,subscription,168,168
Paramount Plus Apple TV Channel ,DE,subscription,138,138
Paramount Plus Apple TV Channel ,FR,subscription,132,132
Paramount Plus Apple TV Channel ,GB,subscription,162,162
