service_name,country_code,availability_type,title_count,unique_titles
Paramount Plus Apple TV Channel ,GB,free,3,3
Paramount Plus Apple TV Channel ,IT,subscription,128,128
Paramount Plus Apple TV Channel ,MX,subscription,145,145
Paramount Plus Apple TV Channel ,US,subscription,436,244
Paramount Plus Apple TV Channel ,US,free,1,1
Paramount+,AR,subscription,544,521
Paramount+,AT,subscription,60,51
Paramount+,AU,subscription,1357,760
Paramount+,BR,subscription,794,506
Paramount+,CA,subscription,1153,651
Paramount+,CH,subscription,644,617
Paramount+,CL,subscription,46,38
Paramount+,CO,subscription,46,38
Paramount+,DE,subscription,763,626
Paramount+,FR,subscription,960,696
Paramount+,GB,subscription,1151,665
Paramount+,GB,free,10,4
Paramount+,IE,subscription,807,730
Paramount+,IE,free,1,1
Paramount+,IT,subscription,718,591
Paramount+,MX,subscription,789,499
Paramount+,US,subscription,532,305
Paramount+,US,free,5,3
Paramount+ Amazon Channel,AR,subscription,23,23
Paramount+ Amazon Channel,AT,subscription,25,25
Paramount+ Amazon Channel,AU,subscription,209,200
Paramount+ Amazon Channel,BR,subscription,155,146
Paramount+ Amazon Channel,CA,subscription,180,175
Paramount+ Amazon Channel,CL,subscription,23,23
Paramount+ Amazon Channel,CO,subscription,23,23
Paramount+ Amazon Channel,DE,subscription,145,142
Paramount+ Amazon Channel,FR,subscription,149,143
Paramount+ Amazon Channel,GB,subscription,195,187
Paramount+ Amazon Channel,IE,subscription,27,26
Paramount+ Amazon Channel,IT,subscription,131,128
Paramount+ Amazon Channel,MX,subscription,157,148
Paramount+ Amazon Channel,US,subscription,471,459
Paramount+ MTV Amazon Channel,US,subscription,25,24
Paramount+ Originals Amazon Channel,US,subscription,35,35
Paramount+ Roku Premium Channel,US,subscription,262,257
Pash Amazon Channel,ES,subscription,11,6
Passionflix Amazon Channel,US,subscription,3,3
PBS,US,subscription,22,22
PBS,US,free,12,12
PBS America Amazon Channel,GB,subscription,15,8
PBS America Amazon Channel,US,subscription,2,1
PBS Documentaries Amazon Channel,CA,subscription,11,6
PBS Documentaries Amazon Channel,US,subscription,14,8
PBS Kids Amazon Channel,US,subscription,21,13
PBS Living Amazon Channel,US,subscription,7,4
PBS Masterpiece Amazon Channel,CA,subscription,62,36
PBS Masterpiece Amazon Channel,US,subscription,75,44
Peacock,US,subscription,1666,1104
Philo,US,subscription,968,968
Pinguinitos Amazon Channel,MX,subscription,9,5
Pinoy Box Office Amazon Channel,GB,subscription,9,8
Pinoy Box Office Amazon Channel,US,subscription,5,5
PixL Amazon Channel,US,subscription,2,2
Planet Earth Amazon Channel,US,subscription,10,6
Planet Horror Amazon Channel,ES,subscription,19,18
Play Suisse,CH,free,2,2
Player,PL,subscription,482,482
Playkids Learning Amazon Channel,BR,subscription,15,8
Playkids Learning Amazon Channel,MX,subscription,14,7
Plex,AR,free,12,12
Plex,AT,free,10,10
Plex,AU,free,237,237
Plex,BE,free,19,10
Plex,BR,free,466,231
Plex,CA,free,793,793
Plex,CH,free,24,15
Plex,CL,free,12,12
Plex,CO,free,12,12
Plex,DE,free,481,241
Plex,DK,free,18,10
Plex,ES,free,214,214
Plex,FI,free,9,9
Plex,FR,free,530,268
Plex,GB,free,461,461
Plex,IE,free,15,15
Plex,IN,free,120,62
Plex,IT,free,215,215
Plex,JP,free,153,153
Plex,KR,free,151,151
Plex,MX,free,202,202
Plex,NL,free,29,15
Plex,NO,free,8,8
Plex,NZ,free,12,12
Plex,PH,free,9,9
Plex,PL,free,9,9
Plex,PT,free,9,9
Plex,SE,free,8,8
Plex,SG,free,9,9
Plex,TH,free,9,9
Plex,US,free,2712,1389
Plus GAGA Amazon Channel,JP,subscription,30,30
Plus Shochiku Amazon Channel,JP,subscription,18,15
Pluto TV,AR,ads,7,7
Pluto TV,BR,ads,343,243
Pluto TV,CA,ads,291,198
Pluto TV,CL,ads,7,7
Pluto TV,CO,ads,7,7
Pluto TV,DE,ads,239,168
Pluto TV,DK,ads,1,1
Pluto TV,ES,ads,54,30
Pluto TV,FR,ads,65,45
Pluto TV,GB,ads,167,115
Pluto TV,IT,ads,54,46
Pluto TV,MX,ads,377,250
Pluto TV,NO,ads,1,1
Pluto TV,SE,ads,2,2
Pluto TV,US,ads,894,650
Pluto TV,US,free,1,1
Pluto TV Live,US,free,1,1
Pokémon Amazon Channel,GB,subscription,1,1
Polsat Box Go,PL,subscription,141,141
Pongalo Amazon Channel  ,MX,subscription,5,3
Popcorntimes,DE,ads,6,6
Prime Video,AR,subscription,5499,5399
Prime Video,AT,subscription,199,114
Prime Video,AT,ads,10,10
Prime Video,AT,free,1,1
Prime Video,AU,subscription,7240,6473
Prime Video,AU,free,77,44
Prime Video,BE,subscription,201,171
Prime Video,BR,subscription,4385,3810
Prime Video,BR,free,100,63
Prime Video,CA,subscription,8682,7770
Prime Video,CA,free,120,68
Prime Video,CH,subscription,5408,5350
Prime Video,CL,subscription,223,191
Prime Video,CO,subscription,223,191
Prime Video,DE,subscription,1650,945
Prime Video,DE,ads,230,174
Prime Video,DE,free,69,41
Prime Video,DK,subscription,3372,3299
Prime Video,ES,subscription,5941,5284
Prime Video,ES,free,57,34
Prime Video,FI,subscription,172,148
Prime Video,FR,subscription,5693,4903
Prime Video,FR,free,58,33
Prime Video,GB,subscription,2497,1603
Prime Video,GB,ads,490,398
Prime Video,GB,free,76,45
Prime Video,ID,subscription,1416,1416
Prime Video,IE,subscription,8613,8532
Prime Video,IN,subscription,3784,3275
Prime Video,IN,free,224,224
Prime Video,IT,subscription,6550,5930
Prime Video,IT,free,58,34
Prime Video,JP,subscription,2671,1498
Prime Video,JP,free,1435,819
Prime Video,KR,subscription,1228,1080
Prime Video,KR,free,36,21
Prime Video,MX,subscription,4974,4332
Prime Video,MX,free,96,60
Prime Video,NL,subscription,2660,2560
Prime Video,NO,subscription,3366,3293
Prime Video,NZ,subscription,5486,5399
Prime Video,PH,subscription,2176,2125
Prime Video,PL,subscription,1613,1545
Prime Video,PT,subscription,2155,2068
Prime Video,SE,subscription,2754,2679
Prime Video,SG,subscription,1527,1480
Prime Video,TH,subscription,1501,1456
Prime Video,TR,subscription,1203,1203
Prime Video,TW,subscription,1379,1379
Prime Video,US,subscription,2704,1579
Prime Video,US,ads,1027,773
Prime Video,US,free,156,91
ProSieben Fun Amazon Channel,AT,subscription,8,8
ProSieben Fun Amazon Channel,DE,subscription,82,61
Public Domain Movies,US,free,10,10
Pure Flix,US,subscription,80,49
Qello Concerts by Stingray Amazon Channel,DE,subscription,1,1
Qello Concerts by Stingray Amazon Channel,GB,subscription,3,3
Qello Concerts by Stingray Amazon Channel,JP,subscription,3,3
Qello Concerts by Stingray Amazon Channel,US,subscription,3,3
Queens club Amazon Channel,DE,subscription,13,13
Queer Cinemab Amazon Channel,AT,subscription,1,1
Queer Cinemab Amazon Channel,DE,subscription,11,11
Rai Play,IT,ads,177,110
Rakuten TV,AT,ads,9,9
Rakuten TV,BE,ads,5,5
Rakuten TV,CH,subscription,3963,3963
Rakuten TV,CH,ads,8,8
Rakuten TV,DE,subscription,5613,5613
Rakuten TV,DE,ads,135,125
Rakuten TV,DK,subscription,3689,3689
Rakuten TV,DK,ads,14,14
Rakuten TV,ES,subscription,4874,4874
Rakuten TV,ES,ads,180,163
Rakuten TV,FI,ads,14,14
Rakuten TV,FR,subscription,3896,3896
Rakuten TV,FR,ads,186,170
Rakuten TV,GB,subscription,5417,5417
Rakuten TV,GB,ads,236,215
Rakuten TV,IE,subscription,4699,4699
Rakuten TV,IE,ads,14,14
Rakuten TV,IT,subscription,4660,4660
Rakuten TV,IT,ads,157,145
Rakuten TV,NL,subscription,3506,3506
Rakuten TV,NL,ads,9,9
Rakuten TV,NO,subscription,3905,3905
Rakuten TV,NO,ads,14,14
Rakuten TV,PL,subscription,3252,3252
Rakuten TV,PL,ads,3,3
Rakuten TV,PT,subscription,1867,1867
Rakuten TV,PT,ads,5,5
Rakuten TV,SE,subscription,4024,4024
Rakuten TV,SE,ads,15,15
Raro Video Amazon Channel,IT,subscription,17,17
Redlight Cinema Amazon Channel,DE,subscription,5,5
REELZ+ Amazon Channel,US,subscription,5,3
Reserva Imovision,BR,subscription,9,9
Reserva Imovision Amazon Channel,BR,subscription,34,33
Retrocrush,CA,ads,30,30
Retrocrush,CA,subscription,14,14
Retrocrush,US,ads,36,36
Retrocrush,US,subscription,15,15
RetroCrush Amazon Channel,US,subscription,76,42
Reveel,US,free,17,17
Rialto Amazon Channel,AU,subscription,8,8
Rialto Amazon Channel,NZ,subscription,3,3
RTBF Auvio,BE,free,15,15
RTL Crime Amazon Channel,DE,subscription,24,13
RTL Living Amazon Channel,DE,subscription,6,3
RTL Passion Amazon Channel,DE,subscription,15,8
RTL+,AT,subscription,75,64
RTL+,AT,ads,2,2
RTL+,DE,subscription,391,290
RTL+,DE,ads,84,55
RTL+ Max Amazon Channel,DE,subscription,372,276
RTPplay,PT,free,1,1
rtve,ES,free,75,75
rtve,ES,subscription,2,2
rtve,ES,ads,1,1
Runtime,AR,ads,4,4
Runtime,BR,ads,54,54
Runtime,CA,ads,2,2
Runtime,CL,ads,4,4
Runtime,CO,ads,4,4
Runtime,ES,ads,54,54
Runtime,FR,ads,8,8
Runtime,GB,ads,5,5
Runtime,MX,ads,65,65
Runtime,US,ads,25,25
Ruutu,FI,subscription,50,50
Ruutu,FI,free,1,1
Ryan and Friends Plus Amazon Channel,US,subscription,4,2
S4C Clic,GB,ads,2,1
Sat.1 emotions Amazon Channel,AT,subscription,2,2
Sat.1 emotions Amazon Channel,DE,subscription,50,31
SBS On Demand,AU,ads,295,227
Science Channel,US,ads,4,3
Science Channel,US,subscription,4,3
Screambox Amazon Channel,US,subscription,44,42
ScreenPix Amazon Channel ,US,subscription,14,13
ScreenPix Apple TV Channel,US,subscription,14,13
Sensical Amazon Channel,US,subscription,26,13
Serially,IT,ads,20,20
Seven Entertainment Amazon Channel,AT,subscription,18,18
Seven Entertainment Amazon Channel,DE,subscription,188,144
SFR Play,FR,subscription,4,2
Shadowz,FR,subscription,46,46
Shadowz Amazon Channel,BE,subscription,3,3
Shadowz Amazon Channel,ES,subscription,21,21
Shadowz Amazon Channel,FI,subscription,5,5
Shadowz Amazon Channel,FR,subscription,47,47
Shadowz Amazon Channel,SE,subscription,5,5
Shahid VIP,AU,subscription,36,20
Shahid VIP,AU,ads,14,7
Shahid VIP,BR,subscription,39,22
Shahid VIP,BR,ads,17,9
Shahid VIP,CA,subscription,36,20
Shahid VIP,CA,ads,14,7
Shahid VIP,DE,subscription,36,20
Shahid VIP,DE,ads,14,7
Shahid VIP,ES,subscription,36,20
Shahid VIP,ES,ads,14,7
Shahid VIP,FR,subscription,36,20
Shahid VIP,FR,ads,14,7
Shahid VIP,GB,subscription,36,20
Shahid VIP,GB,ads,16,8
Shahid VIP,IN,subscription,18,18
Shahid VIP,IN,ads,6,6
Shahid VIP,IT,subscription,38,21
Shahid VIP,IT,ads,16,8
Shahid VIP,MX,subscription,34,19
Shahid VIP,MX,ads,14,7
Shahid VIP,US,subscription,37,21
Shahid VIP,US,ads,14,7
ShemarooMe,IN,ads,3,3
ShemarooMe,IN,subscription,2,2
ShortsTV Amazon Channel,FR,subscription,1,1
ShortsTV Amazon Channel,GB,subscription,2,2
ShortsTV Amazon Channel,IT,subscription,2,2
ShortsTV Amazon Channel,US,subscription,1,1
Shout! Factory Amazon Channel,GB,subscription,29,17
Shout! Factory Amazon Channel,US,subscription,164,132
Shout! Factory TV,US,ads,157,124
Shudder,AU,subscription,67,67
Shudder,CA,subscription,89,89
Shudder,GB,subscription,73,73
Shudder,IE,subscription,11,11
Shudder,NZ,subscription,12,12
Shudder,US,subscription,113,113
Shudder Amazon Channel,AU,subscription,72,67
Shudder Amazon Channel,CA,subscription,107,97
Shudder Amazon Channel,GB,subscription,83,78
Shudder Amazon Channel,US,subscription,124,108
Shudder Apple TV Channel,AU,subscription,72,67
Shudder Apple TV Channel,CA,subscription,107,97
Shudder Apple TV Channel,US,subscription,124,108
Silverline Amazon Channel,DE,subscription,3,3
Sky,CH,subscription,48,48
Sky Go,AT,subscription,63,63
Sky Go,DE,subscription,425,333
Sky Go,GB,subscription,389,382
Sky Go,IE,subscription,137,137
Sky Go,IT,subscription,374,371
Sky X,AT,subscription,63,63
SkyShowtime,DK,subscription,784,784
SkyShowtime,ES,subscription,878,878
SkyShowtime,FI,subscription,77,77
SkyShowtime,NL,subscription,530,530
SkyShowtime,NO,subscription,784,784
SkyShowtime,PL,subscription,549,549
SkyShowtime,PT,subscription,755,755
SkyShowtime,SE,subscription,553,553
Sony Amazon Channel,DE,subscription,5,3
Sony Liv,IN,subscription,67,67
Sony One Amazon Channel,BR,subscription,166,143
Sony One Amazon Channel,CL,subscription,27,27
Sony One Amazon Channel,CO,subscription,27,27
Sony One Amazon Channel,MX,subscription,164,141
Sony Pictures Amazon Channel,IN,subscription,37,37
Sooner,BE,subscription,15,15
Sooner,DE,subscription,21,21
Sooner,NL,subscription,9,9
Sooner Amazon Channel,AT,subscription,2,2
Sooner Amazon Channel,DE,subscription,15,15
Sooner Amazon Channel,GB,subscription,5,5
South Park,DE,ads,2,1
Spectrum On Demand,US,free,449,253
Spectrum On Demand,US,subscription,350,205
Sportdigital Amazon Channel,DE,subscription,1,1
StackTV Amazon Channel,CA,subscription,276,159
Stan,AU,subscription,2263,2263
STARZ,US,subscription,446,446
Starz Amazon Channel,CA,subscription,490,468
Starz Amazon Channel,US,subscription,115,93
Starz Apple TV Channel,US,subscription,318,297
Starz Roku Premium Channel,US,subscription,99,78
Stingray All good vibes Amazon Channel,DE,subscription,1,1
Stingray Amazon Channel,AU,subscription,3,3
Stingray Amazon Channel,BR,subscription,3,3
Stingray Amazon Channel,CA,subscription,3,3
Stingray Amazon Channel,MX,subscription,2,2
Stingray Classica Amazon Channel,DE,subscription,2,2
Stingray Classica Amazon Channel,GB,subscription,1,1
Stingray Classica Amazon Channel,US,subscription,1,1
Stingray Karaoke Amazon Channel,GB,subscription,1,1
Stingray Karaoke Amazon Channel,US,subscription,1,1
Strand Releasing Amazon Channel,US,subscription,9,9
Strim,NO,subscription,187,187
Studiocanal Presents ALLSTARS Amazon Channel,DE,subscription,67,64
Studiocanal Presents Amazon Channel,GB,subscription,93,90
STUDIOCANAL PRESENTS Apple TV Channel,GB,subscription,40,37
Studiocanal Presents MOVIECULT Amazon Channel,DE,subscription,29,29
STV Player,GB,ads,75,45
Sun Nxt,AU,subscription,13,12
Sun Nxt,BR,subscription,13,12
Sun Nxt,CA,subscription,13,12
Sun Nxt,DE,subscription,13,12
Sun Nxt,ES,subscription,11,11
Sun Nxt,FR,subscription,13,12
Sun Nxt,GB,subscription,13,12
Sun Nxt,IN,subscription,1,1
Sun Nxt,IT,subscription,13,12
Sun Nxt,JP,subscription,13,12
Sun Nxt,KR,subscription,13,12
Sun Nxt,MX,subscription,13,12
Sun Nxt,US,subscription,13,12
Sundance Now,CA,subscription,42,40
Sundance Now,US,subscription,40,38
Sundance Now Amazon Channel,CA,subscription,45,41
Sundance Now Amazon Channel,GB,subscription,9,8
Sundance Now Apple TV Channel,CA,subscription,45,41
Super Channel Amazon Channel,CA,subscription,59,55
Super Channel Plus,CA,subscription,57,53
Superfresh Amazon Channel,AT,subscription,9,9
Superfresh Amazon Channel,DE,subscription,69,65
Superfresh Amazon Channel,IT,subscription,18,18
SVT,SE,free,11,11
Sweatflix Amazon Channel,GB,subscription,2,1
Sweatflix Amazon Channel,US,subscription,2,1
Tastemade Amazon Channel ,US,subscription,4,2
Tastemade Apple TV Channel,US,subscription,4,2
Tata Play,IN,subscription,6,6
TBS,US,subscription,32,32
TCM,US,subscription,10,10
TELE 5,DE,free,8,5
Tele2 Play,SE,subscription,100,100
Telecine Amazon Channel,BR,subscription,290,290
Telenet,BE,subscription,29,29
TELESA Amazon Channel,JP,subscription,39,22
TELETOON+ Amazon Channel,CA,subscription,125,70
TELETOON+ Amazon Channel,JP,subscription,180,135
Telia Play,FI,subscription,1,1
Tentkotta,AU,subscription,4,4
Tentkotta,BR,subscription,4,4
Tentkotta,CA,subscription,4,4
Tentkotta,DE,subscription,4,4
Tentkotta,ES,subscription,4,4
Tentkotta,FR,subscription,4,4
Tentkotta,GB,subscription,4,4
Tentkotta,IT,subscription,4,4
Tentkotta,JP,subscription,4,4
Tentkotta,KR,subscription,4,4
Tentkotta,MX,subscription,4,4
Tentkotta,US,subscription,4,4
Terra X Amazon Channel,DE,subscription,6,3
TF1+,FR,subscription,275,231
TF1+,FR,ads,173,113
TFOU Max Amazon Channel,FR,subscription,51,30
The CW,US,free,213,144
The Great Courses Amazon Channel,GB,subscription,4,2
The Great Courses Amazon Channel,US,subscription,6,3
The Great Courses Signature Collection Amazon Channel,AU,subscription,9,5
The Great Courses Signature Collection Amazon Channel,CA,subscription,4,2
The Great Courses Signature Collection Amazon Channel,DE,subscription,5,3
The Oprah Winfrey Network,US,ads,2,1
The Oprah Winfrey Network,US,subscription,2,1
The Roku Channel,US,ads,1916,1463
The Roku Channel,US,subscription,2,1
The Surf Network Amazon Channel,US,subscription,4,3
Thirteen,US,subscription,30,30
ThreeNow,NZ,ads,3,3
Thrillbox Amazon Channel,AT,subscription,1,1
Thrillbox Amazon Channel,DE,subscription,29,22
Timvision,IT,subscription,297,297
Tivify,ES,subscription,268,268
Tivify,ES,free,127,127
TLC,US,subscription,8,8
TLC,US,ads,1,1
TNT,US,subscription,29,29
Toei Animation Channel  Amazon Channel,JP,subscription,172,102
Toei On Demand Amazon Channel,JP,subscription,30,26
Toggo,DE,ads,47,47
Toggo,DE,subscription,15,15
Toku Amazon Channel,US,subscription,12,6
Toon Goggles,US,ads,28,15
Travel Channel,US,subscription,4,3
Travel Channel,US,ads,1,1
TriArt Play,SE,subscription,8,8
Troma NOW,US,subscription,21,21
tru TV,US,subscription,25,22
Tubi,AU,subscription,4587,4587
Tubi,AU,ads,755,618
Tubi,CA,subscription,5734,5734
Tubi,CA,ads,1860,1567
Tubi,CA,free,2,2
Tubi,GB,subscription,3779,3779
Tubi,GB,ads,359,293
Tubi,GB,free,2,1
Tubi,IN,subscription,1387,1387
Tubi,IN,ads,68,68
Tubi,MX,subscription,4236,4236
Tubi,MX,ads,632,511
Tubi,US,subscription,6461,6461
Tubi,US,ads,2747,2242
Tubi,US,free,3,3
Turk On Video Amazon Channel,DE,subscription,6,6
TV 2,DK,subscription,24,24
TV 2 Play,NO,subscription,27,27
TV2 Skyshowtime,DK,subscription,36,36
TV4 Play,SE,subscription,12,12
TV4 Play,SE,ads,1,1
TV5 Unis,CA,ads,25,15
TVCortos Amazon Channel,ES,subscription,1,1
TVING,KR,subscription,1572,1572
TVNZ+,NZ,ads,15,15
TVNZ+,NZ,subscription,9,7
tvo,CA,ads,3,3
TVP,PL,subscription,5,5
TVP,PL,ads,2,2
U-NEXT,JP,subscription,2535,2535
UKTV Play,GB,ads,159,92
Univer Video,BR,subscription,17,12
Univer Video,FR,subscription,2,1
Univer Video,MX,subscription,2,1
Univer Video,US,subscription,2,1
Universal+ Amazon Channel,BE,subscription,4,4
Universal+ Amazon Channel,BR,subscription,274,232
Universal+ Amazon Channel,FR,subscription,109,70
Universal+ Amazon Channel,MX,subscription,319,267
Universcine,FR,subscription,55,55
Universcine Amazon Channel,FR,subscription,48,48
UP Faith & Family Amazon Channel ,GB,subscription,2,1
UP Faith & Family Amazon Channel ,US,subscription,36,26
UP Faith & Family Apple TV Channel,US,subscription,36,26
UPC TV,CH,subscription,5,5
USA Network,US,subscription,29,29
USA Network,US,free,1,1
Vemox Cine Amazon Channel,US,subscription,2,2
VH1,US,subscription,3,3
VI movies and tv,IN,subscription,456,456
VI movies and tv,IN,ads,34,34
Viaplay,DK,subscription,158,158
Viaplay,FI,subscription,158,158
Viaplay,NL,subscription,5,5
Viaplay,NO,subscription,159,159
Viaplay,SE,subscription,159,159
Viaplay Amazon Channel,AT,subscription,1,1
Viaplay Amazon Channel,DE,subscription,27,15
Viaplay Amazon Channel,GB,subscription,34,20
Viaplay Amazon Channel,US,subscription,27,17
Vice TV ,US,ads,4,2
Vice TV ,US,subscription,4,2
Viddla,FI,free,8,8
Videoland,NL,subscription,43,43
Videoload,DE,subscription,3,3
Viki,CA,subscription,1447,1017
Viki,CA,ads,389,227
Viki,DE,subscription,1827,1387
Viki,DE,ads,417,243
Viki,ES,subscription,15,9
Viki,TW,subscription,76,76
Viki,US,subscription,1449,1019
Viki,US,ads,396,232
Vimeo,US,free,7,7
Viu,PH,subscription,2,2
Viu,SG,subscription,3,3
Viu,TH,subscription,1,1
VIX ,AR,ads,3,3
VIX ,CL,ads,3,3
VIX ,CO,ads,3,3
VIX ,MX,ads,201,138
VIX ,US,ads,223,151
VIX ,US,subscription,4,4
Vix Gratis Amazon Channel,MX,subscription,229,158
Vix Gratis Amazon Channel,US,subscription,1,1
ViX Premium Amazon Channel,CL,subscription,1,1
ViX Premium Amazon Channel,CO,subscription,1,1
ViX Premium Amazon Channel,MX,subscription,176,103
Vrott Amazon Channel,IN,subscription,3,3
VRT MAX,BE,free,3,3
W4free,GB,free,78,78
Warriors and Gangsters Amazon Channel,US,subscription,12,11
Watcha,KR,subscription,2085,2085
wavve,KR,subscription,1194,1194
wavve,KR,free,17,17
Wedo TV,DE,ads,26,25
WETA+,US,subscription,78,46
WETA+,US,ads,21,12
WeTV,US,subscription,2,2
Wild West Amzon Channel,DE,subscription,17,13
Wonder Project Amazon Channel,US,subscription,2,2
WOW,DE,subscription,402,402
Wow Fiction Amazon Channel,DE,subscription,473,366
WOW Presents Plus,AU,subscription,2,1
WOW Presents Plus,BR,subscription,7,4
WOW Presents Plus,BR,free,1,1
WOW Presents Plus,CA,subscription,9,5
WOW Presents Plus,DE,subscription,9,5
WOW Presents Plus,DE,free,1,1
WOW Presents Plus,ES,subscription,7,4
WOW Presents Plus,ES,free,1,1
WOW Presents Plus,FR,subscription,7,4
WOW Presents Plus,FR,free,1,1
WOW Presents Plus,GB,subscription,5,3
WOW Presents Plus,GB,free,1,1
WOW Presents Plus,IN,subscription,4,4
WOW Presents Plus,IN,free,1,1
WOW Presents Plus,IT,subscription,7,4
WOW Presents Plus,IT,free,1,1
WOW Presents Plus,JP,subscription,7,4
WOW Presents Plus,JP,free,1,1
WOW Presents Plus,KR,subscription,7,4
WOW Presents Plus,KR,free,1,1
WOW Presents Plus,MX,subscription,7,4
WOW Presents Plus,MX,free,1,1
WOW Presents Plus,US,subscription,4,2
Xive TV Documentaries Amazon Channel,US,subscription,2,1
XLTV Amazon Channel ,US,subscription,2,2
Xumo Play,US,ads,166,124
Yipee Kids TV Amazon Channel,US,subscription,4,3
Yle Areena,FI,free,1,1
YouTube,AU,subscription,29,29
YouTube,AU,free,1,1
YouTube,CA,subscription,30,30
YouTube,CH,subscription,19,19
YouTube,DE,subscription,19,19
YouTube,DE,ads,2,2
YouTube,DE,free,1,1
YouTube,DK,subscription,18,18
YouTube,ES,subscription,18,18
YouTube,FR,subscription,5,5
YouTube,GB,subscription,29,29
YouTube,IE,subscription,18,18
YouTube,IN,subscription,2,2
YouTube,IT,subscription,29,29
YouTube,MX,subscription,29,29
YouTube,NO,subscription,18,18
YouTube,NZ,subscription,30,30
YouTube,PT,subscription,19,19
YouTube,SE,subscription,29,29
YouTube,TR,subscription,15,15
YouTube,TW,subscription,10,10
YouTube,US,subscription,30,30
YouTube,US,ads,2,2
YouTube Free,DE,ads,64,64
YouTube Free,GB,ads,183,183
YouTube Free,US,ads,57,57
YouTube Free,US,free,2,1
YouTube Premium,AU,subscription,9,5
YouTube Premium,CA,subscription,9,5
YouTube Premium,CH,subscription,35,35
YouTube Premium,DE,subscription,39,35
YouTube Premium,DK,subscription,35,35
YouTube Premium,ES,subscription,34,31
YouTube Premium,FR,subscription,10,10
YouTube Premium,GB,subscription,9,5
YouTube Premium,IE,subscription,34,34
YouTube Premium,IT,subscription,7,4
YouTube Premium,MX,subscription,9,5
YouTube Premium,NO,subscription,33,33
YouTube Premium,NZ,subscription,5,5
YouTube Premium,PT,subscription,36,36
YouTube Premium,SE,subscription,5,5
YouTube Premium,US,subscription,11,6
YouTube Premium,US,free,1,1
YouTube TV,US,subscription,958,666
Yow TV,AU,free,1,1
Yow TV,BR,free,1,1
Yow TV,CA,free,1,1
Yow TV,DE,free,1,1
Yow TV,ES,free,1,1
Yow TV,FR,free,1,1
Yow TV,GB,free,1,1
Yow TV,IT,free,1,1
Yow TV,JP,free,1,1
Yow TV,KR,free,1,1
Yow TV,MX,free,1,1
Yow TV,US,free,3,3
ZDF,DE,free,71,71
ZDF Herzkino Amazon Channel,DE,subscription,9,6
ZDF Krimi Amazon Channel,DE,subscription,43,26
ZDF Schatzkiste Amazon channel,DE,subscription,9,6
ZDF Select Amazon Channel ,DE,subscription,84,50
ZDFtivi Amazon channel,DE,subscription,13,8
Zee5,AU,ads,27,27
Zee5,AU,subscription,13,13
Zee5,IN,ads,36,36
Zee5,IN,subscription,11,11
Ziggo TV,NL,subscription,6,6
